biz,ratingValue,datePublished,description
lon-mens-noodle-house-berlin,3,2017-10-11,"I was here earlier for dinner, and I must say I wasn't too impressed.

We were early enough to not stand up and wait for a table. We ordered noodle soups and some dim sum as well as pig ears. Nothing life altering. Slightly overhyped even, I must say. The noodles were just okay, and I had better noodles before. Perhaps I am biased with ramen, but the noodles here had a flat uni-dimensional taste. And the dim sum and pig ears were also just ordinary.

I know other Chinese places that have more interesting items on the menu. So I don't think I'd be back here again, unless this is the only open option.

Oh, the air circulation inside could be improved."
lon-mens-noodle-house-berlin,3,2017-10-19,"Not bad, not great. Portions of non soups small and a bit pricey. Not overly flavorful. Busy but fast and friendly service."
lon-mens-noodle-house-berlin,4,2017-10-15,It was a pleasant surprise to find this very authentic noodle shop in Berlin.  I ordered the beef noodle soup and spicy wontons.  Both were very good.
lon-mens-noodle-house-berlin,3,2017-02-22,"We came because we heard this was the best dim sum joint in town -it was good, but not life altering. We had chicken soup, the combination dumplings, the house fried dumplings, and peanut sesame noodles. The soup was delicious and the star of the show -moist chicken and a flavorful Thai broth, the combination dumplings were good, but 5€ for 4 small dumplings was steep. The house dumplings were very delicious -very flavorful. The price on these was a little better (10 dumplings for 8€) -but still quite expensive. The peanut sesame noodles were good -they were served a little tepid. I would've preferred them served hot, cold, or at least warm. Overall, the food was good, but expensive for the portions and I've had better. The customer service was great. We were seated and served quickly. The food was made fresh from the kitchen, viewable from the dining room."
lon-mens-noodle-house-berlin,4,2017-01-28,"Incredible fried dumplings and very tasty beef, duck and pork knuckle noodles. 
The restaurant is small and there are usually big lines but it is worth the wait. It is also very clean."
lon-mens-noodle-house-berlin,3,2016-05-18,"I read quite alot good review about this place before I actually got here. Although the Noodle House is facing the main steet, my partner and I did drove pass it. And have to check the house number to find the place. The shop is actually not so big. so better keep your eyes on their shop sign or the house number, if you on the way.

I have been looking forward to pay a visit for quite a long time, until recently finally got the chance for this. So as soon as we sat down, we were just looking for something nice from the meun. Of course, I ordered noodle soups with beef and fried noodle with beed as well. The soup one I think was alright. Probably, because I knew some other great noodle soup places. I really like the Fired noodle, it tasted very fine and delicated. Also we order XiaoLong Dao as side dish. it tasted good as well, but the potion was just small for us.

This place isn't self-service. It took a small while the staff came to us. The price of the place is great."
lon-mens-noodle-house-berlin,4,2017-04-11,"If looking for an Asian cuisine with attention to quality, it's a good place. Prices are reasonable. The space for guests is limited, but it matches the prices. (Google translator)"
lon-mens-noodle-house-berlin,4,2016-02-09,"Good taiwanese noodles place in Berlin. The beef brisket noodles 牛肉面 were good but the broth could be a bit more flavorful. The beef cut was so yummy tho!

We also got xiaolongbao which was ok. The skins were a bit too thick but they arent a xiaolongbao 小笼包 specialist so what we had was already acceptable. The dimsum combo (with hagaw 虾饺 and siumai 烧卖) was not that good though. 

Super cheap price and generous portion. Plus, super friendly service. The place is a bit small and might get a bit crowded during peak hours."
lon-mens-noodle-house-berlin,5,2016-11-27,"Delicious chilli dumplings, tasty noodle soups! Great prices and even if there is a line, it goes fast and is worth the wait! Heard about this place on vice channels ""chefs night out"" and since I'm obsessed with noodle soups, HAD to take a break from all the döner and come when I was visiting Berlin."
lon-mens-noodle-house-berlin,3,2016-06-26,"I was in town for a conference but since the conference center (CityCube Berlin) offered very few options for food, I decided to look for other lunch options accessible by transit. I found this Taiwanese restaurant with great Yelp reviews, only three train stops from CityCube, so I decided to give it a try. Since I grew up eating Taiwanese food and was just recently in Taiwan, my expectations were quite high. I ordered a small beef noodle soup (recommended by other Yelpers), xiao long bao (XLB), and shrimp dumplings. Although it was a treat to even have the options to eat Taiwanese food in Berlin, I was unfortunately not impressed by the food. XLB had no soup (isn't that the whole point of eating XLB??), the texture of the shrimp dumping skin was too sticky that it was impossible to pick them up without breaking them open, and the beef noodle soup didn't have Taiwanese flavor. I probably would have enjoyed the dishes more if I wasn't expecting authentic Taiwanese food... Other than that everything else was good- nice, friendly staff who can communicate in English, easy to get to by public transit, and reasonably priced meals. I would recommend eating here only if the expectation is to not have authentic Taiwanese food, because objectively they are relatively good, just not Taiwanese in my opinion."
lon-mens-noodle-house-berlin,5,2017-04-03,A place for comfort food and authentic Taiwanese noodles. The workers are very friendly and service is fast. It's quite a small place though so you might have to queue up a bit during peak hours.
lon-mens-noodle-house-berlin,1,2016-10-03,"Visit Berlin hoping to get a nice experience of Taiwanese food. The man at the restaurant is so rude, I feel so silly even bothered going to his restaurant."
lon-mens-noodle-house-berlin,4,2017-01-18,A tiny place with usually long queue. But food is cheap and tasty. Their 'chilly oil dumpling' is must try.
lon-mens-noodle-house-berlin,4,2014-11-26,"I read the reviews and since it is in our neighborhood, we went to check it out. I have never tried Taiwanese food, so I do no have anything to compare it with. The waiter was very friendly and patient enough to explain us some dishes. I ordered a large portion of their specialty soup with beef for 6.50 EUR. It is a large bowl with vegetables, noodles, beef and a good tasting broth. The prices are decent and I will have to come back for other dishes.

The ambiance is nice and simple. The staff is friendly, attentive and helpful. The place has approx. 10 tables (more or less) and the small restaurant is clean and comfortable. 

I will go back again to learn more about Taiwanese food."
lon-mens-noodle-house-berlin,5,2016-04-09,"This was my 4th visit to Lon Men's and this time Dim Sum only. Nice sunny spring day and we were lucky to snatch a table outside. The duck bun should be listed as ""heavenly dream"". I had a foodgasm. Sure, this place is super busy because of the excellent food. I live in Neukoelln but happily trek on out to Charlottenburg, knowing I'm gonna be in heaven once again."
lon-mens-noodle-house-berlin,4,2015-10-20,"Delicious Taiwanese food!   I love the noodle soup with a side of crispy duck.  My son loves the chicken drumstick noodle soup...I mean, all are delicious.  I'm sure I'll be spending many a cold winter day here..  Appetizers such as xiao long bao soup dumplings were also great...honestly:  just go.  Now."
lon-mens-noodle-house-berlin,5,2016-06-04,"It is great Place for a fast meal. 
It's very small but all original handmade food. 
Everybody have to try this food."
lon-mens-noodle-house-berlin,4,2016-06-14,"I was in town for two weeks on a solo trip and this joint was one of the few Chinese / Taiwanese places that seemed noteworthy, especially given that they actually sell 牛肉麵. That said, I was slightly miffed that their 牛肉麵 seemed to follow the Mainland tradition of the dish; I was pretty hyped up about the prospect of eating a Taiwanese-styled 牛肉麵. The 小籠包 was okay, but overall the place is priced really well. If you're feeling like you want some good Chinese food while in Berlin, be sure to stop by!"
lon-mens-noodle-house-berlin,4,2014-11-14,"As a Taiwanese-American, I was elated to find Taiwanese food in Berlin. I'm a pretty tough critic, but overall I enjoyed my experience at Lon-Men which brought me back to typical Taiwanese restaurants in California or Taiwan.

Starting from the best, the beef noodle soup was very good, lots of heat (you'll be sweating), with tender beef, the noodles were a bit flimsy for me but that could be personal preference. The pork chop with dry noodles were good, chili oil wontons just ok IMHO (I have a high standard, few places ever get it right), and gua bao was disappointing, lacking on filling and flavors (go to Street Food Thursday/Bao Kitchen).

Despite my criticisms, I will definitely go back to try more dishes, I'm still just happy I can find Taiwanese food in Berlin! Plus the staff is friendly :)"
lon-mens-noodle-house-berlin,5,2015-11-06,"I had never had been one for soups for dinner and was quite skeptical about it, but with the more than pleasant reviews on Yelp I decided to give it a try. Thank GOD I did. This was wonderful. The waiters are wonderful and helpful. And the noodle soup with crispy duck was phenomenal. Also the dim sum was clearly made by the gods."
lon-mens-noodle-house-berlin,5,2015-10-29,"What is better than a bowl of piping hot soup noodle on a chilly autumn day? Nothing, that's what! Pair it with some pot stickers or steamed dumplings and my life is completed. This hole-in-the-wall place has truly authentic Taiwanese soup noodle and dumplings. Everything we had was delicious. The owner was super nice too. It can get a little crowded at lunch time, thou, but that all add to the experience I think. I felt like I was in a Taiwanese night market noodle shop. :D"
lon-mens-noodle-house-berlin,4,2014-11-18,"Great little Taiwanese restaurant on kantstr. It feels really authentic. Started with wontons with chile oil - amazing and duck bun appetizer - a little dry and falls apart as you eat. We asked the owner/waiter for recommendations on other dishes and without realizing exactly what we ordered, both ended up with the noodle soup with beef slices. Lost in translation, oh well. It was very good but not enough to order again.

Also ordered the Taiwanese maultaschen/dumplings with pork filling. They were excellent, somewhat similar to the wontons. They had tsing tao beer and krombacher, the first was kind of flat and the latter was good but no beer on tap that night, too bad.

Overall a great experience - just know you're going to a hole-in-the-wall restaurant with good food but nothing fancy and you might come out smelling like you spent a day in the kitchen. Phew!"
lon-mens-noodle-house-berlin,5,2015-06-24,"One billion times yes!

While living in Berlin I ate here at least twice a week. During the heat of the summer the inside seating area can get pretty toasty, and that my friends, is the only downside. This place has the most amazing food. I still dream about the chili wonton and the duck bao. 

I am salivating just thinking about it. 

I never had a dish that I did not like and the owner was so kind. Also, I never had any problems speaking english here so don't be shy, there will be no Germanic eye-rolling here."
lon-mens-noodle-house-berlin,5,2016-02-15,"Amazing little Taiwanese restaurant with the best dumplings that I have ever tasted.  I grew up going to Wo Hops on Mott Street in Chinatown, NYC, and this hole in the wall rivals how much I loved that place.  Everything is cooked fresh in the tiny open kitchen in the front and there are a few tables in the back.  Probably not the place to go for a larger group.  The chili dumplings are addictive and all the noodle dishes were great.They have an English speaking server and the service is as soon as the dish is ready, which means you may get your main course before your appetizer.  Good portions, cheap prices, and you can get it to go (takeaway).  Don't miss this one!"
lon-mens-noodle-house-berlin,4,2015-08-12,"As a part Taiwanese transplant I was happy to find this place, and even happier to try the food. The beef noodles here were good, although I can't say they are what I would expect from Taiwanese beef noodles based on California and Taiwan experiences. But very happy to have it and will return for the beef noodles, as close to a home feeling I can get in Berlin. The ""dim sum"" sampler was perfectly acceptable, but you would be disappointed if you're used to California dim sum."
lon-mens-noodle-house-berlin,5,2014-08-20,"One of my favourite places to eat some noodle soup and dim sum. I don't know where to start: the food is amazing, the owners are adorable and funny,  the price is more than fair. I really like it to bring friends here who haven't tried dim sum yet. Go for the ha cao ones (with shrimp filling) they are the best!"
lon-mens-noodle-house-berlin,4,2016-02-02,"Tiny little place , looks like a takeaway place but you can sit there. Just by the look of the place one would underestimate it. But say it Berlin style or Taiwan street style, the food is authentic and yummy.The duck bao, the dumplings and the soups really pleases your taste buds."
lon-mens-noodle-house-berlin,3,2016-10-26,It was a busy place. Had to wait 20 minutes for a table. Had the beef noodles and spicy wonton. Food was just okay. Taste was in the mediocre side and portions were small. I have had better noodles in Berlin. I had high expectations based on the reviews but I think this place is overrated.
lon-mens-noodle-house-berlin,3,2015-10-02,"Beef noodle soup is quite good especially the meat, but the noodle could be better! Side dish marinated beef tastes good as well and won ton in chili sauce also recommended!"
lon-mens-noodle-house-berlin,4,2015-07-20,"If yelp had half stars, this would be a 4.5. Prices were fair and everything tasted delicious. If you were thinking about getting the wonton in chili, you must get it! My girlfriend and I devoured them before our soup came. We ordered #7 and #12 soup and ate every last bite; perfect meal after a plane ride. It felt like I was in Chinatown eating some legit Chinese food"
lon-mens-noodle-house-berlin,5,2015-07-14,Very authentic Taiwanese cuisine. Tiny intimate place   with great snack food. Nice and fast service. I had the duck wraps and wantans and they were just delicious!
lon-mens-noodle-house-berlin,4,2014-10-13,"I ate noodle soup once here in 2011. The taste was so so. Maybe my choice didn't meet my expectation.
A week ago I had sudden craving for noodle soup. A colleague of mine suggested this place again, saying that a lot of taiwanese eat here and I should try beef noodle soup.
OK, so I went there and ordered for 2:

- Pork ear: Tasted good. I love the sauce, it's just that it was so thinly sliced and there were more cucumber than pork ear
- Duck bun: Was OK as appetizer
- Guotie (dumpling/gyoza in japanese): Was OK
- Beef noodle soup: Was delicious. I love the broth. The broth wasn't as thick as ramen broth, which I normally prefer, but it was tasty!
- Wantan noodle soup: The noodle and soup were also tasty but wantan was so so."
lon-mens-noodle-house-berlin,3,2014-09-12,"This noodle house in Charlottenburg has a lot of competition in the form of elegant looking restaurants all over the street. Yet this low-budget Taiwanese restaurant stands its ground, it is frequently visited and recommended quite often. A food blogger like me now has the duty of finding out why.
I had a good seat on the street and ordered a noddle beef soup. In short, it lacked a little bit of flavour in my opinion. Sure, I could make up for it with soy sauce and these super spicy red sauces that you find in every chinese restaurant. Yet, something was missing. I cannot name anything particular, it was just the overall image. But I didn't want to sound too harsh, it is still a good choice. And what I want to underline is the fact that a little too less flavor is still hundred times better than artificial flavor. I think you agree with me, at least on that regard

further information under:
https://www.facebook.com/pages/Food-Wonder-Berlin/1467512866851370?fref=ts"
lon-mens-noodle-house-berlin,5,2015-10-29,Really authentic place with great noodle soup and dumplings. Incredibly nice owners. Tastes just like in Taiwan!
lon-mens-noodle-house-berlin,1,2014-07-26,"I ordered duck with vegetables and noodles, it was a REALLY small portion and there were no veggies except lettuce, i was expecting way more form that place than what I got. My boyfriend got beef noodle soup and wasn't satisfied with either.
In comparison to other asian places, you don't get enough food for the price."
lon-mens-noodle-house-berlin,5,2015-08-19,"Real food, no bullshit! Often very busy, but its worth the wait ( chairs line up outside, so u can sit an wait for a free table) friendly staff, very laid back atmosphere. Good homemade food for really good prices. Soup was awsome, dim sum was awsome!"
lon-mens-noodle-house-berlin,5,2014-10-22,This is the best (by far) and most fairly priced Taiwanese/Chinese noodle/soup place in Berlin. I've tried many others and this place remains my number one choice. You will see why when you see the gigantic pots where the broth simmers for hours for the right consistency. Great choice during Berlin's unfriendly winters (but I go there in summer too!).
lon-mens-noodle-house-berlin,1,2016-10-16,"I am extremely disappointed with the food & service tonight. First of all, the old men who took our order was pretty rude. I asked what the difference is between the no.2 & 15. Anyhow, he raised his voice and cut me off completely. Then I said to myself:""some places which serve awesome food just don't give a f&$k on the service side, maybe the food will make up for the poor service "". NO! That didn't happen. My boyfriend had so called Taiwanese beef noodle soup. The broth taste like water mixed with a bit of soy sauce, beef slice has not much flavor plus they were chewy. I ordered the crispy duck with dry noodles. Duck was nice but balance isn't quite right in the sauce. Oh we also ordered the wonton in chilli oil - again weird sauce. Last but not least we also ordered the buns. Omg... this is probably one of the worst meals I have ever had. I also have serious doubts whether this so called Taiwanese restaurant is run by Taiwanese..."
lon-mens-noodle-house-berlin,5,2015-04-22,Awesome place with perhaps the best snd most interesting food on the affordable level. Try the dumplings or a soup!
lon-mens-noodle-house-berlin,5,2013-09-18,"Amazing authentic Chinese cuisine. Had the pork knuckle noodle soup, roast duck dumplings and roast duck bun. So delicious I can't stop thinking about this establishment . Now I  am in Miami longing for more. When in Berlin you must try this Noodle House."
lon-mens-noodle-house-berlin,4,2013-01-05,"After more than a week of European food, this was ALL I wanted in Berlin! The place was tiny, but the service was fast and friendly. Our noodles came quickly and had piping hot tasty broth with plenty of beef slices. I wish the noodles themselves were a bit thicker, but really, that's just being nitpicking, especially considering how cheap they were."
lon-mens-noodle-house-berlin,2,2015-08-12,"Having sampled similar fare in Taiwan, mainland China, and Southern California's San Gabriel Valley, I have to report that Lon-Men's Taiwan-style noodle shop is not all that great. We had a pork-chop rice place, marinated-beef rice plate, fried dumplings, and vegetables. The dumplings were the best, but none of these dishes was special. The interior was hot as Hades (sidewalk tables were filled up), and the staff and owner tried to make the two of us move from a roomy table for 4 to a tiny table for 2--very annoying when there were many empty tables in the place, and when two other tables for 4 were occupied by lone diners (we declined to move but promised to do so if the place filled up, which it didn't). No reason to return, especially with other Chinese restaurants on the street looking more promising."
lon-mens-noodle-house-berlin,5,2013-11-05,"Disclaimers: i am chinese, but fam is from HK so my preferences tend to lie in canto food. 

if you order exactly this: 1. Crispy duck buns 2. spicy wontons 3. beef noodle soup you will love this place! 

Tried the soup dumplings - they are just dumplings, no soup like traditional XLB has. small size soup was perf for me, the bf also had the small size, and he's a large german, so with the small soup + dim sum bits, you're good and about to be very full!"
lon-mens-noodle-house-berlin,5,2014-09-07,I stumbled upon this hole in the wall the other day. Seriously great place given the low prices and great tasting food. Try the noodles with seame and peanut oil. It's seriously delicious!  The hot and sour soup was great as well. Can't wait to go back!
lon-mens-noodle-house-berlin,4,2011-07-27,"have eaten there about ten timesalways very good food.everything except the spring rolls, which taste JUST LIKE the frozen ones you buy at all the Asian markets here, which is shocking considering the dishes are so delicious.but everything else if very good!!! and the service is very nice tooi'm glad its not so close to my house or i would be eating there every single day cause its also very inexpensive!!"
lecker-song-berlin,5,2015-07-03,"In a word - best dim sum I have ever had in my life, even better than in China!

Longer version (for the brave) - hands down, best dim sum I've had so far.

We've arrived here for dinner before it got really crowded, so if you plan on coming here after 20:00- reserve a table, the place is pretty small.

Once we've opened the menu we were thinking ""ok, so what do we not order?!""
As my friend is vegetarian, we had about 9 options to choose from if you exclude the ones with chicken/pork/seafood.
Which is quite a lot! 

So we've settled on four, all vegetarian.
The one who took our order asked if we're vegan or vegetarian, we said no but didn't really understood why - until he put complimentary prawn crackers on the table, super nice and highly considerate! 

For a starter we had a soup that was kind of tasteless until we added some soy into it, but as the dim sum arrived we forget about it.

9 - kakao traum, absolute best! If we weren't full after all the food we'd totally order one more round of those, perfect flavor, perfect serving.

The others we've taken were also really good, but this was really something else.
From our point of view this is a place you can't really go wrong.
There's no good and bad, just tasty and tastier!"
lecker-song-berlin,3,2016-03-02,"Hmmm apart from the very cute utensils and the super cute dessert baozi (one with chocolate in panda shape and one with strawberry jam in piggy shape) the other dimsums are average at best.

Ha gaw and dumpling are most likely frozen ones from the supermarket with super thick wrappings. The filling is tasty but the wrap just kills the merit of the filling. XLB is very disappointing :("
lecker-song-berlin,4,2017-05-25,"My first experience with Dim Sum. I can't vouch for authenticity, but it was definitely delicious.
Go early or reserve ahead. Space is limited"
lecker-song-berlin,5,2016-07-10,"Tried it out if curiosity. I got a salad (cucumber) and  dumplings. I loved both. They have so many kinds of dumplings. I tried a couple and have fallen in love with this place. Situated in a charming street , I think the only restaurant I'm this side of the Street, this place has a lot to offer. Definitely worth checking out."
lecker-song-berlin,2,2016-05-02,"Worst dim sum ever.. Yes.. I got suckered in as I saw the miss piggy dessert pictures on other reviews. The miss piggy dessert was nothing but bread with artificial strawberry jam in it. The rest of the dim sum was subpar compared to any other authentic Chinese venue. I ordered the typical dishes shi jin bao, cha shao bao, dumplings with vegetables, glass noodles, and carrots, and xiao long bao. It just didn't taste fresh at all. 
Our server was nice and attentive. She gets 2 star for that. End of story. I don't know how this place has so many stars."
lecker-song-berlin,5,2015-05-15,"Oh my goodness - AMAZING DUMPLING AND GREAT SERVICE!

Came her around 5 a couple days ago expecting to wait for a table (based on the other yelp reviews) but we were quickly seated and given cushions and a nice table spread to make sitting outside more comfortable. The waiter and waitress were very sweet and attentive and our food came out in a timely manner! The prawn crackers they serve before your meal are delightful. 

The dumplings were delicious and ask for the sweet chili sauce! It's really nice with the shrimp dumplings. The green tea is served in a nice porcelain detailed painted tea pot with adorable little cups. 

And every dumpling plate is €4.90... What could be better!

Wasn't a huge fan of the dessert chocolate bear dumplings but it was good to try. Can't wait to go back!"
lecker-song-berlin,5,2016-10-26,"I wanted to try this place for some tjme and finally made it! Wonderful place for dumplings! Cheap, tasty, fast and a great service! It's a small cute shop in a nice area, the tea is super special. The menu is small but I find it a good thing. Their specialty is the dim sum. They have also quite a few options for vegetarians and vegans. Absolutely love it."
lecker-song-berlin,1,2016-07-30,"The 3 color(dish no. F4 Sanse) is the one I like the most! Good service, nice stuff but the food taste not surprising, not really recommend... I feel sorry"
lecker-song-berlin,5,2016-06-15,"so, SO good. amazing prices (we drank and ate until we were stuffed, for under 25 euros). small restaurant and cash only as far as i can tell, but i would come here every day if i could. most importantly, EXCEPTIONAL service (which is a rare find)."
lecker-song-berlin,5,2014-06-03,"I've always been a fan of dim sum. It's like heaven in your mouth. So when an opportunity presented itself to go to this place, I immediately took it. A companion was visiting town, so when we needed to have dinner, I suggested this place and made a reservation.

They don't have an extensive menu. They have two soup types, a handful of cold salads and other appetizers, about 5 vegetarian dim sum, and about 8 meat-filled dim sum. But that was enough to bring heaven to the inside of my mouth. 

My companion and I each ordered a soup, and I tried the wantan soup, which was delicate in its flavor and presentation. The wantans were floating in warm soupy bliss. It had just the right taste, and was meant more to enjoy and savor, than to simply slurp.

Then my companion and I ordered three different dim sum to share. With perhaps the most expensive order still being under 5 EUR, this wasn't an expensive meal. Each order have 5 pieces of dim sum, presented inside a steamer, and yes, they provide wooden non-disposable chopsticks. They also ask you what kind of sauce you want, as they have several choices at your disposal. 

Oh, the shao mai, and the shrimp-filled steamed mini buns, they were all heaven in my mouth. Next time, I'd go down the menu and try the other items.

I'll definitely be back. This is a great find, and is something that will be on the top of my list for a while. Reservations are recommended, as they are a very small place, with only a few tables inside."
lecker-song-berlin,5,2016-06-08,"Not the best dim sum I've ever had, but it was still really good. The price was fair and the waitress was really sweet and on the ball. The other woman working there was also really nice as well. Definitely coming back."
lecker-song-berlin,4,2015-09-20,"I love dim sum- it's my absolute favorite. This place was absolutely delicious, and they have some very unusual kinds. They have an entire selection of vegan/vegetarian dumplings, really adorable dessert buns, and unusual and flavorful sides.

The place is pretty small, but it has a nice homey atmosphere.  I'd recommend arriving before the peak dinner hours, or making a reservation. However, if they don't have any open tables, they also take your number and give you a call when one opens up, so you can explore the Prenzlauer Berg neighborhood in the meantime."
lecker-song-berlin,5,2016-01-11,"So so so good. Loved the wonton soup and the rice wrapper pork dumplings! The perfect place for a quiet, low-key, delicious meal."
lecker-song-berlin,1,2015-11-10,"Edit May 2017: 2 years ago I visited the place and rated it with 5 stars.
Today I'm giving it just one star because the dumplings taste like supermarket frozen ones.
I expected fresh dumplings that are not teaming with preservatifs but there you go. Not gonna find that here."
lecker-song-berlin,3,2016-07-02,"This is a cozy cute place. Offers mostly a small portion with about 4 tiny one bite size (no bigger than McNugget size) dumplings costs 4.5-5 Euro average/per plate. I would not consider this to be exactly cheap. If you are hungry and sharing, you would probably want to order about 3-4 plates each person. I do not have a size of cow stomach and I am a tiny woman. Do the math. Should not be listed as €. More like €€€ for what it is."
lecker-song-berlin,5,2016-09-30,Amazing place to experience authentic chinese dumplings while also being able to eat fully vegan if you want to! Everything vegan on the menu is deliciou and the staff is really nice!
lecker-song-berlin,5,2015-06-25,Excellent handmade dumplings and fast service. The dumplings didn't feel greasy to eat and everything feels authentic. The price is not cheap (we each paid 10 euros per head for lunch) and we're still hungry. You pay around 4-5 euros per dumpling order (usually 4 or 5 pieces). But very authentic experience.
lecker-song-berlin,5,2015-01-23,"We already ate at Lecker Song a lot of times since this little restaurant with just a few tables opened . 
It's always very good, always very fresh. Everything is homemade, original and tasty.
You're always warmly welcome, both the owner and the staff are very friendly.
A good place, to recommend."
lecker-song-berlin,5,2015-11-07,Amazing dumplings and friendly service. This is the best dim sum I've had in Berlin. Their tea selection is also amazing.
lecker-song-berlin,4,2016-02-10,"Yum yum yum!! I came here on a Wednesday night based on the reviews and was not disappointed! I ordered four sets of dumplings, then liked them so much that I ordered more. I ended up trying all six different meat dumplings, and they were all fantastic. I would have to say that the shrimp and the chicken were my favorites, though I unfortunately can't report on their extensive vegan and vegetarian options as I was all about the meat this evening, but I hope to go back soon and try them. Staff was friendly and attentive without being pushy. Thanks for the great evening!!"
lecker-song-berlin,4,2014-11-24,This little and tiny restaurant is hidden just behind Helmholtzplatz. The first time I tried to find it I almost passed it. Once you enter you are being welcomed by the friendly owner who offers you one of the very few buy cozy tables. They have various dumplings with many different fillings and tastes. I always just order a few and then more along the way. In that way you can spend a good and relaxed time with friends here. Food tastes solid but there is still a bit  room for improvement. It's pretty pricey as well but overall better than all the places along Kantstrasse. Certainly worth a try. But rather don't come in large groups.
lecker-song-berlin,5,2015-03-05,"This place is awesome.  We tried different types of dumplings, including sweet ones for dessert. We did not regret a single one.  I recommend making a reservation as the place has 5/6 small tables and fills up quickly. I also recommend eating something before as you will need a ton of dumplings to make a whole meal, and while the portion costs between 4/6€, it adds up.  Kudos to the homemade shrimp chips you get as a free starter and very friendly staff. I will be coming back soon."
lecker-song-berlin,5,2016-03-29,"All the homemade dumplings are so oriental and delicious, finally some different choices for chinese dishes other than rice and noodles:) i will definately visit again!"
